id,title,text_sha256,status,evidence,note
s1269,A Shared Day in Prague,aff549ce23eb701e8c14c098639ce102154bc30e4af9c81c9bfddbbf07495b3e,inherited-v2.9.4,fact_check_all_2000.csv#s1269,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1270,A Shared Day in Vienna,325f760061ab4dc8c3939ee662758e12e6f7eec99e1c0c7ce466c2cfc7c5d4a0,inherited-v2.9.4,fact_check_all_2000.csv#s1270,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1271,A Shared Day in Budapest,f346328c33fd478337af9981a41fa91cefb86fb5e8fcce2c66a8f70c1ebaf711,inherited-v2.9.4,fact_check_all_2000.csv#s1271,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1272,A Shared Day in Helsinki,c0fabe29ac6f11a1941663122d95ffaec8d7be637e5acb51eb58147c5ec5b690,inherited-v2.9.4,fact_check_all_2000.csv#s1272,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1273,A Shared Day in Tallinn,ecc5c7d232f8c9aee44e958c3351b5dacf0ceee1ba2ad68ffeb7f042fe1f51b6,inherited-v2.9.4,fact_check_all_2000.csv#s1273,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1274,A Shared Day in Dubrovnik,452731cfa16bceb4ff7493d7f8d65f1300906c440792374dc5b264f0ab3dc671,inherited-v2.9.4,fact_check_all_2000.csv#s1274,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1275,A Shared Day in Ulaanbaatar,fda03f8e1faaf5490fd00a8a2357b3e00c4a9b2ad585d0e2b9549add5c7ebc35,inherited-v2.9.4,fact_check_all_2000.csv#s1275,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1276,A Shared Day in Kathmandu,9f5668c842f68bf4fd5f907cbdb0f5cab1cbe590da70bd515f1495369875a1c4,inherited-v2.9.4,fact_check_all_2000.csv#s1276,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1277,A Shared Day in Sydney,5ade7b75e8bcc9840b75841f1ff327b24bf5626e5bbceceed19a55b9f2d104d4,inherited-v2.9.4,fact_check_all_2000.csv#s1277,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1278,A Shared Day in Auckland,6676ce16f325f39f5858a82de9cf84bad899ff66bb35b3f6a4c7f329130b12b4,inherited-v2.9.4,fact_check_all_2000.csv#s1278,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1279,A Shared Day in Cusco,81302415107834d34ef8476e4d905c41158e58717447f873c5755dd086034dec,inherited-v2.9.4,fact_check_all_2000.csv#s1279,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1280,A Second Day in Kyoto,73a19ef231669e49b2eafd52c1f51970850f9bdff7b4558ea8cee3ea8fa79e43,inherited-v2.9.4,fact_check_all_2000.csv#s1280,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1281,A Second Day in Seoul,3ae5f435c9a924c40e8d1a7ef29915cb6ddeaa1631bb27b664f9e72da59c7e7e,inherited-v2.9.4,fact_check_all_2000.csv#s1281,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1282,A Second Day in Taipei,88ab672b023dfffd27badb7e9dc71bbee53d0b722250240ac673345ac0f31243,inherited-v2.9.4,fact_check_all_2000.csv#s1282,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1283,A Second Day in Hanoi,4078e55e589bfd52b470cb96c2458b087d693e7922e7687805a04a12d9043ea3,inherited-v2.9.4,fact_check_all_2000.csv#s1283,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1284,A Second Day in Chiang Mai,f2dac59bb13494c62266133f1c330b00d93799d2207eb4aa023157e8072d312f,inherited-v2.9.4,fact_check_all_2000.csv#s1284,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1285,A Second Day in Singapore,a1575a9c843afac52cf05ac8d9255eede84009b46dbb7e74378193b1bbfbd1c4,inherited-v2.9.4,fact_check_all_2000.csv#s1285,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1286,A Second Day in Delhi,2ff29c5c7c26a06353d454730100157249233d0d4f8978757016e746ca6fe4f8,inherited-v2.9.4,fact_check_all_2000.csv#s1286,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1287,A Second Day in Istanbul,2062fbb0a16ab5ea45939c21dd9c7920cd3f05115f8d8c6af37805a88befb847,inherited-v2.9.4,fact_check_all_2000.csv#s1287,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1288,A Second Day in Athens,a6f499cd2b7779d9bbb8ac32f0243e94570f4a20dadf5b6ed593ff161dd9df3c,inherited-v2.9.4,fact_check_all_2000.csv#s1288,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1289,A Second Day in Rome,ba9b7bd38a8f423b8a39c299980fa798e2894dde1d764b551e31c24d711024df,inherited-v2.9.4,fact_check_all_2000.csv#s1289,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1290,A Second Day in Lisbon,8b74bab868d73b949dba0cdba140a7203f0eeb171a531a6b9f1b93993e7d5da8,inherited-v2.9.4,fact_check_all_2000.csv#s1290,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1291,A Second Day in Reykjavik,50ad3087458e91d92fb478325ed91974af8b031648318b96b7207b4ca84e54e3,inherited-v2.9.4,fact_check_all_2000.csv#s1291,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1292,A Second Day in Nairobi,ed68bd1d6fdd112f6f8b63295ade051b2198d5f97d88065faf8b5c8ecbd0ba01,inherited-v2.9.4,fact_check_all_2000.csv#s1292,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1293,A Second Day in Cape Town,07aba35ec410a724b7843a51e547a09a30f17edcc2ec26dd0f597ba79f0eaaa7,inherited-v2.9.4,fact_check_all_2000.csv#s1293,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1294,A Second Day in Marrakech,33630bb5efcb2be7dbce8941433aa4c00ef8110f5d09f928a29df02024be8065,inherited-v2.9.4,fact_check_all_2000.csv#s1294,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1295,A Second Day in Mexico City,162500bd747e26003654c802000fbade46c49420ffa1db1fe137034e7b7d3c51,inherited-v2.9.4,fact_check_all_2000.csv#s1295,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1296,A Second Day in Lima,680b6f65c52edd69b6694dbb389615cb121f9f08e167943dd77af5e2df41e4b8,inherited-v2.9.4,fact_check_all_2000.csv#s1296,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1297,A Second Day in Buenos Aires,26583b6c9283875fc836e3dac8fe300ce44a30c0e58f5275d3d8bd10c6694729,inherited-v2.9.4,fact_check_all_2000.csv#s1297,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1298,A Second Day in Vancouver,50276f458328ec74f8191368e9436e0864dcf47217d668ab958d9c361a65a07d,inherited-v2.9.4,fact_check_all_2000.csv#s1298,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1299,A Second Day in New Orleans,c11eef9f2e695c6c3672f45573061fedbd14d3cf0e1455335dd38a0a8489248b,inherited-v2.9.4,fact_check_all_2000.csv#s1299,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1300,A Second Day in Prague,eeacce230760995b81cb1786b8ddcf2033120784d050db482c72144086402439,inherited-v2.9.4,fact_check_all_2000.csv#s1300,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1301,A Second Day in Vienna,82b2824d0815b79024c2f111922925fc99bcd291d96183f2a320c1de6f9f9e18,inherited-v2.9.4,fact_check_all_2000.csv#s1301,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1302,A Second Day in Budapest,c7d04b493ef252325eb5dec27ef6e9add139858682a470f8fe5851d79f842d41,inherited-v2.9.4,fact_check_all_2000.csv#s1302,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1303,A Second Day in Helsinki,ad852ce749ea50755ba583d8ed76c10763d9d1e1e76579e82c0e348ea122ca73,inherited-v2.9.4,fact_check_all_2000.csv#s1303,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1304,A Second Day in Tallinn,843f0019ffda141f995298adb50200c16dc824e598254df7a34222ac5ff7de98,inherited-v2.9.4,fact_check_all_2000.csv#s1304,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1305,A Second Day in Dubrovnik,fb780a201b49e5726fb6dea8900d6c319476ef25f323f32222783e980517aec2,inherited-v2.9.4,fact_check_all_2000.csv#s1305,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1306,A Second Day in Ulaanbaatar,747ecb6f84accf6c01090ff365523d0abddb18249c78de1247d2af99dad2d3b8,inherited-v2.9.4,fact_check_all_2000.csv#s1306,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1307,A Second Day in Kathmandu,3cef747412a71acd4c026a73be0972681f59a5c1fdaab4d663078cca1b8be4d4,inherited-v2.9.4,fact_check_all_2000.csv#s1307,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1308,A Second Day in Sydney,0b72fc523fce21c719dd4cd44a4393e5c6f043257023ea2997f9e341ae40b584,inherited-v2.9.4,fact_check_all_2000.csv#s1308,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1309,A Second Day in Auckland,7e683adc70be91ae22e92c9d0bdbe8bc7b85f973e7b7e3666690e91ca854379d,inherited-v2.9.4,fact_check_all_2000.csv#s1309,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1310,A Second Day in Cusco,437663bf8a7ad11cd8fc0786884b5adbc7cd073f7eae9ff655fc2518aa7cbdd6,inherited-v2.9.4,fact_check_all_2000.csv#s1310,Unchanged text; prior editorial claim retained. Not independently rechecked in this release.
s1311,Maya Chen: A Practical Beginning,d647085b9ea46e53e9539b588393f3a61bf88fa76f4cc23cbcdf05e6a734a4e9,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1311,"Replace generic collaborative boilerplate with Maya’s distinct mapping problem, interviews and resulting route map; use she consistently and keep the outcome local to this fictional project."
s1312,Jon Bell: A Practical Beginning,8e5d34918f6d6bc25fbb5ce14d3d4abe93b17da0c2e4797d90d3af8d56c0de67,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1312,"Jon is one person, so replace unexplained they with he. Give the bike-repair story a concrete broken part, lesson and outcome rather than the repeated “small idea can grow” ending."
s1313,Amina Okafor: A Practical Beginning,3bb7bf8f8b101e377a13c0dbdecbcfcab5416de389ab83c907df928a846978af,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1313,"Name Amina in the text, use she, and describe seed labels and sharing without promising that any saved seed guarantees crops in dry years."
s1314,Luis Ortega: A Practical Beginning,a5ff6af8730fd1a9f724e2210c5ed39ae674e9df25656dd2f4987fba66cedb02,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1314,Give teacher Luis an adult learner and a concrete reading task; replace ungrounded claim that several students became teachers with one student helping a newcomer.
s1315,Hana Mori: A Practical Beginning,6f9c1a46d8d140b564da6cbe4efde51e19691063e5e2c20832a1c174fe9a04d2,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1315,"Replace the repeated abstract summary with a repairable toy, a customer return and a clear result for Hana’s small shop."
s1316,Samir Patel: A Practical Beginning,ec456f9ae6956943c2004b8bc0e3588f5c4378fa050a961739451cd0d91ef33b,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1316,"Use Samir consistently and keep clinical tasks with the village clinic rather than implying untrained helpers give medical care. The result is scheduling and communication, not a blanket health outcome."
s1317,Elena Rossi: A Practical Beginning,354cd4ebc5918caa2f7b01f6001393c319d14c822adcfc2a59036008f9e05344,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1317,Elena’s garden needs a visible response to poor ground. Specify raised beds with better soil and a small community use; remove generic growth formula.
s1318,David Kim: A Practical Beginning,7adfb4582f1923fb00884b690e7007d86803264f65229cd749ab0669d2c33b20,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1318,Identify David as the radio worker instead of omitting him; describe batteries and a concrete storm message while avoiding a guarantee of universal communication.
s1319,Nora Hassan: A Practical Beginning,c646264a5eef23aaf572a0476a1424503db50a7a4d47a807a9a6256755878938,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1319,"Name Nora, use she and show permission to share personal stories. A small reading room is a concrete, respectful result of the fictional project."
s1320,Peter Walsh: A Practical Beginning,9c019c73d1dc50db8b3d4d92764e2e179996e7b4c9a79c16e9a6050e61ff0bba,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1320,"Show Peter responding to winter meal costs with a specific planning choice, without claiming that the arrangement solves all nutrition and waste issues."
s1321,Inez Silva: A Practical Beginning,f3892d2fd736b77ba5341c0a26ab184144b6b1b705f8fe6e132a9c4629a4981e,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1321,The source uses repeated “beginning” sentences and unclear team pronouns. Make Inez’s clay test a clear sequence with the farmer’s permission and one finished pot.
s1322,Omar Reed: A Practical Beginning,4ab074e66ebe9a6833a11ccb065c8338670a76b196aadccece8d369b1ba6a9be,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1322,A bridge check concerns safety; clarify that Omar works with a qualified engineer rather than treating informal checks as proof a bridge is safe. Keep the repair record concrete.
s1323,Keiko Tan: A Practical Beginning,fc5b83e774395c6abcdca82d20b3338c707b8c1f7356b5524fd9a62bcc3f0246,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1323,"Keiko is missing from the original story. Name her and show how families help create language-accessible stories, without claiming a story swap alone solves the book shortage."
s1324,Mateo Cruz: A Practical Beginning,d671cb93d948fd8d9d44d55205983cc77c26e8497febb6d66f1c31cc6194afb5,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1324,Mateo’s path-rotation idea needs a concrete sign and visible result; avoid saying the entire forest is now safe on the basis of one change.
s1325,Sara Lind: A Practical Beginning,88ab6c8c4c1559ffa2c7a52839525ad8a5573505f4d7a4835ca2dec12269c320,editorial-revision-2026-09-24,content/editorial-batch-2.11.9i.json#s1325,The original suggests making unverified engine parts for use at sea. Replace that safety concern with ordering correct spare parts and checking repairs on land; give Sara a distinct action and outcome.
s1326,Theo Martin: A Practical Beginning,268e336af9f6a7020fe345fce794f041958ed6412707948b50f1c6e02907659e,editorial-revision-2026-09-24,content/editorial-batch-2.11.9j.json#s1326,"Theo already acts as a named fictional person. Make the accessible theater change concrete: ask deaf audience members, involve a signer and leave a clear view of the stage. Avoid implying every audience member has the same need."
s1327,Priya Das: A Practical Beginning,5a71ec2c06a8503468ef0391bc92c82eed45c85e049187e1cd9b8559c9b7ae70,editorial-revision-2026-09-24,content/editorial-batch-2.11.9j.json#s1327,"The original claims seasonal tests located the source of unsafe well water without enough evidence. Let Priya and a trained worker gather samples, have a lab report the result, and have the town arrange another source while investigating."
s1328,Marcus Green: A Practical Beginning,d0c37238c4a8f918267c4a324f520e957a32248bc5510ee3ce32f6e5ac8b729d,editorial-revision-2026-09-24,content/editorial-batch-2.11.9j.json#s1328,"Name Marcus in the text, use he instead of unexplained they, and show how moving rehearsals preserves one band without a formulaic ending."
s1329,Yara Nasser: A Practical Beginning,c318ce9b0b256ebeee8a82ec0711251f9cf39e2ec7fb7d93e83decf351c75236,editorial-revision-2026-09-24,content/editorial-batch-2.11.9j.json#s1329,"Dust can reduce solar panel output, but a cover over the panels would block sunlight. Show Yara checking a solar-powered fan with an installer and keeping the panels clean; do not promise full temperature control for a health room."
s1330,Finn Osei: A Practical Beginning,90ebb8dc28c77a3a0b1ab5f3163efd5bd41a21474cf41de3692d62a9f2789261,editorial-revision-2026-09-24,content/editorial-batch-2.11.9j.json#s1330,The court guide concerns real consequences in an invented setting. Give Finn a court clerk who checks plain-language wording and avoid suggesting that the guide replaces official advice.
s1331,Leah Park: A Practical Beginning,5468d546d6cc1bce691064c4b8260db655eacc86444e9fac169c14ba8a480bba,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1331,"Name the fictional textile worker explicitly and show one damaged cloth, a family photo for context, and a small tested repair rather than a generic claim that all history was saved."
s1332,Ravi Mehta: A Practical Beginning,99f8a33b8498f2efefef49529e90148ff1328bd6d93c8d99ad4dba86db2738e9,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1332,"Replace repeated “work” sentences with a fictional transport planner who watches one missed shift and tries a limited night route with the team, not a guaranteed permanent service."
s1333,Sofia Almeida: A Practical Beginning,73bb89be6c8dbb8f327d41f2a06f194f723e93819b3a989a02c258bfbc4c86a5,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1333,Sofia’s fictional bird photography project should show a concrete distance rule and viewing point instead of claiming cameras always protect nests.
s1334,Daniel Cho: A Practical Beginning,b1aa882c8c5ca3e449d5d9ba2f14954ca6256052cb3aece2e14bdc7909932dda,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1334,"The fictional designer must consult users, make a specific low-cost repairable item and test it with that person rather than claim universal accessibility."
s1335,Fatima Noor: A Practical Beginning,b4ed59ffa8dc703a0bd0c0af299c0959f3b19df03bf1e574895fc8cd7dcf60f5,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1335,"Fatima’s fictional market plan should include small sellers and a specific walkway problem, then observe results without guaranteeing every shop stays open."
s1336,Henry Cole: A Practical Beginning,7ceb8d545301f61deac156de789e5299f20c45b20ab008e3d20867d1a6c59427,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1336,Henry Cole is the name of a documented British civil servant. Rename the imaginary weather observer and distinguish checked instruments from notebook observations.
s1337,Anika Bose: A Practical Beginning,6bc7b6d253a77d73ebcbb259af5c2ff6fefed51ce8d80171a21394cdecf53dd7,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1337,"Make Anika a fictional community teacher who helps people understand a farm form and seek a qualified adviser for legal questions, without promising an interpretation of rights."
s1338,Gabriel Stone: A Practical Beginning,68dada51ca754ab0b5765e1e8cb577653b910bf47ed8ae3f21fd009f039e613b,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1338,"A clock repair requires a specific fault and qualified worker. Gabriel is fictional; show documentation of original pieces, then repair and test."
s1339,Mina Rahman: A Practical Beginning,98657573156b8ea63d6098fdb3ff4b74851f12407a51603cc8fe85487be72a5d,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1339,"The original food donation gives no handling details. Mina’s fictional team should collect suitable food through a food-service partner with chilling and checks, and discard anything they cannot verify."
s1340,Arthur Vale: A Practical Beginning,68450e26be9d59a89f4dbd01623e56abef114f5f3ca26d7c4e7a6bd4b08d754a,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1340,Surface cave marks alone cannot show how polluted water moves underground. Arthur’s fictional survey maps an accessible cave path and asks water staff to take samples; conclusions await results.
s1341,Zoe Bennett: A Practical Beginning,b22de3dc73f7dfcb9e4acd70eca5d8e96afb643fa0b9d449c317e38cfc68f560,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1341,A fictional reporter can describe repair options without declaring specific products durable from a brief observation. Give Zoe a comparison and named source.
s1342,Maya Chen: The Work Behind the Work,fb3d764e2da83f045b4a0eced369c3c63f26f1bb647b0a391dfbd18f84919482,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1342,A fictional river mapper should update a local guide with boat operators but not claim an informal map makes navigation safe. Show an official map as reference and reports of changes.
s1343,Jon Bell: The Work Behind the Work,377c8ded5341bc15d7c1100c7f0a092fadb64adf8d8a3246d444a2994a2b8217,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1343,Give the fictional bicycle mechanic a concrete repair and safe brake check instead of suggesting anyone can fix critical parts from a brief lesson.
s1344,Amina Okafor: The Work Behind the Work,c1c92044c3c1d6b0d00073fa19654fcd1813f3efcd4e52b80392c7e663cffcc2,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1344,Old local seeds do not guarantee harvests during drought. Amina’s fictional seed project records varieties and grows small trial plots to observe what works.
s1345,Luis Ortega: The Work Behind the Work,6a898aef7e8fc92ffd93dd6437ba2bab46756be653403c258195544f718dd4f5,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1345,Luis is a fictional adult reading teacher. Use a particular class adjustment and a measured outcome instead of an unsupported claim that several students became teachers.
s1346,Hana Mori: The Work Behind the Work,9fbd71c91f4305b16b34bc9e9628de197618eb6bbcf39ef9cd1c5cd46161863d,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1346,"A fictional toy maker can design a replaceable wheel and check small parts with a specialist, without claiming all wooden toys are automatically safe or that the shop is saved."
s1347,Samir Patel: The Work Behind the Work,1c80edee99a5d0b1d81b4e092548ea04064f3563fcd429789ad35d6a768cc0be,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1347,"Medical visits require qualified staff. Make Samir a fictional clinic coordinator who consults nurses, arranges a nearby visit and relies on their clinical judgment."
s1348,Elena Rossi: The Work Behind the Work,160b93a0a17cc52893878a2bc36fe3024602f91cb6d23f4337aeffde4ff1dc27,editorial-revision-2026-09-25,content/editorial-batch-2.11.9q.json#s1348,"A raised bed does not by itself prove poor soil is safe or productive. Elena’s fictional group uses fresh planting soil and agrees on a small trial garden, then describes the actual use."
s1349,David Kim: The Work Behind the Work,374cd87071fec4af684bb25fcc2745dd70943575d54136d1569185601deef1f7,editorial-revision-2026-09-25,content/editorial-batch-2.11.9r.json#s1349,Replace repetitive boilerplate with a specific fictional battery radio project; avoid promising that a radio alone keeps communications operating during every storm.
s1350,Nora Hassan: The Work Behind the Work,6f1b9cddb198032de7801fbb33896feb0e084f1c4c27280e1975a40485f6c455,editorial-revision-2026-09-25,content/editorial-batch-2.11.9r.json#s1350,"Replace stock phrases with an actual fictional oral-history process, permission to record, review of quotes and accurate labeling."
s1351,Peter Walsh: The Work Behind the Work,2d82909b77d0df17c4da5a2a7c3133e69acd6fef7228fe40ebffcbd9858465f5,fiction-language-revised,content/editorial-batch-2.11.1.json#s1351,Explicitly frame the person and events as fiction; replace abstract formulaic biography with a concrete chronological story and level-appropriate clauses.
s1352,Inez Silva: The Work Behind the Work,357bb92351cb7e20cd20470d0f970ed8a0c828515bd0706361da1bcb836c0f0c,fiction-language-revised,content/editorial-batch-2.11.1.json#s1352,Explicitly frame the person and events as fiction; replace abstract formulaic biography with a concrete chronological story and level-appropriate clauses.
s1353,Omar Reed: The Work Behind the Work,9804b0a7eb39d9fe001d34df84576a63a1978a62302b50bdd187849b85fe2ead,fiction-language-revised,content/editorial-batch-2.11.1.json#s1353,Explicitly frame the person and events as fiction; replace abstract formulaic biography with a concrete chronological story and level-appropriate clauses.
s1354,Keiko Tan: The Work Behind the Work,a1e4c6290869515e2a7426d5b4055cea3e0e4fd6cffdd933729b37df8c5ea72b,fiction-language-revised,content/editorial-batch-2.11.1.json#s1354,Explicitly frame the person and events as fiction; replace abstract formulaic biography with a concrete chronological story and level-appropriate clauses.
s1355,Mateo Cruz: The Work Behind the Work,51944faaee658f7be249aae15bf57a64c7ccca2912ddcf704f78d535ae1685d1,editorial-revision-2026-09-25,content/editorial-batch-2.11.9af.json#s1355,"The text repeats the fictional person’s name and contains a grammar error (“this effort visitors”), while the seasonal trail policy and wildlife reporting are framed as a documented project. Mark the valley and guide imagined; show a small trial, visible erosion and visitor feedback in chronological order."
s1356,Sara Lind: The Work Behind the Work,2c52dff80e6ebc2039bf8bb74c7de5be65d99c0ad991ee4dcb22e0d66899c833,fiction-language-revised,content/editorial-batch-2.11.1.json#s1356,Explicitly frame the person and events as fiction; replace abstract formulaic biography with a concrete chronological story and level-appropriate clauses.
s1357,Theo Martin: The Work Behind the Work,b5712dbc229551545c1c80440fc8abda417e767e5d4a62cd7f7ada1439fcd02a,fiction-language-revised,content/editorial-batch-2.11.1.json#s1357,Explicitly frame the person and events as fiction; replace abstract formulaic biography with a concrete chronological story and level-appropriate clauses.
s1358,Priya Das: The Work Behind the Work,5230c7f7ed602eea953444ef6e91d48bcde1972235dd02c7d23bdfd962770720,editorial-revision-2026-09-25,content/editorial-batch-2.11.9af.json#s1358,"The invented scientist is presented as a documented achievement and repeats a general “good science” lesson; differing well tastes do not alone establish a drainage defect. Frame the town as imagined, collect separate samples and retests, then describe one localized drainage issue without making a general health or drinking-water claim."
s1359,Marcus Green: The Work Behind the Work,e9f6abe3a41ec1a3772f6892a793e28c5932b5bfa9058bf01d4e171ce3c0ce27,fiction-language-revised,content/editorial-batch-2.11.1.json#s1359,Explicitly frame the person and events as fiction; replace abstract formulaic biography with a concrete chronological story and level-appropriate clauses.
s1360,Yara Nasser: The Work Behind the Work,e848e32cf2c3c71e56631b02c0a373fb7aa5dcba69b6dcd0e72c1b9f0e03ed58,editorial-revision-2026-09-25,content/editorial-batch-2.11.9af.json#s1360,"Imported equipment is said to fail from heat and dust and covers allegedly keep medicine cool for months, implying an unsupported clinical storage outcome. Change the invented clinic trial to solar lighting, have a trained team inspect the equipment, and avoid a claim about medicine storage. Final read-through split long sentences for the Level 3 learner while keeping the technician and observed trial outcome."
s1361,Finn Osei: The Work Behind the Work,369fa39ea33efedbb84b8ce27e1c60428786d27869a630b8a4e4a03d0762ac03,editorial-revision-2026-09-25,content/editorial-batch-2.11.9af.json#s1361,"The fictional court translator’s unsourced guides are presented as an established legal practice, and “people who had used the court” cannot certify legal accuracy. Mark the setting imagined and have trained court staff check explanations, without suggesting that essential legal wording is silently replaced."
s1362,Leah Park: The Work Behind the Work,4a0290c7e3430d5b2f21d1c3fabe5daf0b91bc01f5b6b58fefba97e0ad2fc9b6,editorial-revision-2026-09-25,content/editorial-batch-2.11.9af.json#s1362,"A named national museum and local banner could read as a real conservation record; the precise repair outcome and attributed community meaning are undocumented. Locate the action at an imagined museum, show a conservator consulting the makers’ families, and keep the result within this fictional object."
s1363,Ravi Mehta: The Work Behind the Work,cd5777bbd62feaaa5cef810dbf0bf5316e868a54643af5e5ac16dbb79dbaa4f8,editorial-revision-2026-09-25,content/editorial-batch-2.11.9af.json#s1363,"The invented bus planner’s account repeats abstract claims about methods and later accounts, while “created a night line” sounds like a documented public result. Make one imagined district, interviews across actual late shifts, a limited test bus and passenger feedback."
s1364,Sofia Almeida: The Work Behind the Work,b3bc012fd166715086d1d05ad00eddb94b0372aa46e3bbc2c4e39a5b8e60da08,fiction-language-revised,content/editorial-batch-2.11.1.json#s1364,Explicitly frame the person and events as fiction; replace abstract formulaic biography with a concrete chronological story and level-appropriate clauses.
s1365,Daniel Cho: The Work Behind the Work,2218d09f45290515605588f59b3a4b5415c893d698ab814a79e74edc9622dfa8,editorial-revision-2026-09-25,content/editorial-batch-2.11.9af.json#s1365,"The fictional prosthetic designer is given broad medical design success and an abstract “legacy remains open to criticism,” without a concrete scene or clinical review. Show a user noticing a difficult-to-replace strap on a trial device, design discussion with a clinician, and no claim of safe clinical outcome."
s1366,Fatima Noor: The Work Behind the Work,aa451a44c3cd2acdb68c9e3d0ec4b8c80178de5ed95b9055752be33ddd710770,fiction-language-revised,content/editorial-batch-2.11.1.json#s1366,Explicitly frame the person and events as fiction; replace abstract formulaic biography with a concrete chronological story and level-appropriate clauses.
s1367,Henry Cole: The Work Behind the Work,b93cf26e3b03186dee36b9ea1ff12228cd707912c5c9597aa0117e3aba75827b,fiction-language-revised,content/editorial-batch-2.11.1.json#s1367,Explicitly frame the person and events as fiction; replace abstract formulaic biography with a concrete chronological story and level-appropriate clauses.
