id,level,topic,title,metric_status,lexical_flags,editorial_result,action,evidence_terms,editorial_note
s853,1,Everyday life,Morning at the Bakery,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,breakfast; customer; daughter,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s854,1,Everyday life,The Lost Glove,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,glove; brother's; smiled,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s855,1,Everyday life,A Quiet Birthday,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s856,1,History,A Message on Clay,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s857,1,History,The Road to the Old Market,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s858,1,History,A Sailor Reads the Stars,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s859,1,Science,Why Ice Floats,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s860,1,Science,The Moving Tree Shadow,vocabulary-review,very-low-frequency,approved-after-review,retain-topic-vocabulary,tree's,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s861,1,Science,Seeds Need Air,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,bean; jar; jars; warmth,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s862,2,Fantasy/stories,The Moon Boat,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s863,2,Fantasy/stories,The Sleepy Dragon,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s864,2,Fantasy/stories,The Pocket Forest,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s865,2,Famous books,Peter Pan's Invitation,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s866,2,Famous books,The Prince and the Pauper Trade Places,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s867,2,Famous books,Anne's First Friend,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s868,2,Famous books,Pollyanna's Window,vocabulary-review,very-low-frequency,approved-after-review,retain-topic-vocabulary,aunt's,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s869,2,Nature and animals,Otters at Play,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,otters; chased; hid; paws; playful; rested; shells; stomachs,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s870,2,Nature and animals,Seeds on the Wind,vocabulary-review,very-low-frequency,approved-after-review,retain-topic-vocabulary,dandelion,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s871,2,Nature and animals,The Patient Heron,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s872,2,World affairs,The Library in Two Languages,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,grandparents; languages; borrowing; families; finished; language; librarian; recorded; teenagers; visiting,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s873,2,World affairs,Rice After the Flood,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s874,2,World affairs,The Island's Power Cable,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s875,2,World affairs,A Vote from Far Away,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s876,2,Everyday life,The Wrong Umbrella,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s877,2,Everyday life,Saturday Repair,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,bicycle; brakes; chen; lamps; omar; radios; repaired; sew; tick; wires,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s878,2,Everyday life,A Seat Near the Window,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s879,2,Everyday life,Dinner Without a Recipe,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s880,2,History,Bread in a Medieval Town,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s881,2,History,The Ink Maker's Work,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s882,2,History,A Bell for the Harbor,vocabulary-review,very-low-frequency,approved-after-review,retain-topic-vocabulary,keeper's,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s883,2,History,The Village Keeps Its Well,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s884,2,Science,Soap and Pepper,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s885,2,Science,The Slow Banana,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s886,2,Science,Sound Through a String,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s887,3,Fantasy/stories,The Clock That Paused,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s888,3,Fantasy/stories,The Bridge of Feathers,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,feathers; builders; circled; feather; fishers; floated; mara; rested; ropes; sorted,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s889,3,Fantasy/stories,A Map Made of Song,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s890,3,Fantasy/stories,The Baker of Dreams,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s891,3,Famous books,The Railway Children Wait,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s892,3,Famous books,Alice Questions the Court,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s893,3,Famous books,Mowgli Chooses His Path,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s894,3,Famous books,The Little Prince and the Rose,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s895,3,Nature and animals,Elephants at the Dry River,vocabulary-review,very-low-frequency,approved-after-review,retain-topic-vocabulary,elephant's; riverbed,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s896,3,Nature and animals,The Night Garden,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s897,3,Nature and animals,Coral's Quiet Partnership,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,coral; algae; crabs; lasts; reef; reefs; starve; sunlight,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s898,3,Nature and animals,Wolves Change a Valley,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s899,3,World affairs,The Shared Mountain,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,countries; mountain; approach; communities; depended; differently; disappear; landscape; neighbors; officials,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s900,3,World affairs,Phones for the Public Clinic,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s901,3,World affairs,A City Welcomes New Neighbors,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s902,3,World affairs,The Fishing Season Agreement,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s903,3,Everyday life,The Ten-Minute Walk,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s904,3,Everyday life,Boxes in the Hall,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s905,3,Everyday life,The First Community Class,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s906,3,History,News by Coffeehouse,vocabulary-review,very-low-frequency,approved-after-review,retain-topic-vocabulary,coffeehouses,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s907,3,History,A Petition from the Mill,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s908,3,History,The First Public Museum Day,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s909,3,Science,The Moon's Changing Face,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s910,3,Science,A Magnet Under Paper,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s911,3,Science,Cooling by Evaporation,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s912,4,Fantasy/stories,The River Under the Library,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s913,4,Fantasy/stories,The Garden Behind Winter,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s914,4,Fantasy/stories,The Last Giant's Bell,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s915,4,Famous books,Jane Eyre Keeps Her Voice,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s916,4,Famous books,Pip Reconsiders Great Expectations,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s917,4,Famous books,Odysseus Hears the Sirens,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s918,4,Famous books,Elizabeth Revises Her Judgment,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s919,4,Nature and animals,The Long Flight North,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s920,4,Nature and animals,Mangroves Before the Storm,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s921,4,Nature and animals,The Language of Ravens,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s922,4,World affairs,Cooling the Hottest Blocks,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s923,4,World affairs,A Passport for Skills,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s924,4,World affairs,The Price of an Open Port,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s925,4,Everyday life,A Phone-Free Table,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s926,4,Everyday life,The Favor That Became a Routine,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s927,4,Everyday life,The Apartment Garden Committee,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s928,4,History,Women Carry the Mail,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s929,4,History,The Ledger of a Port City,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s930,4,History,A Constitution Read Aloud,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s931,4,Science,The Bacteria in Yogurt,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,yogurt; bacterial; develops; microbes; slows; spoiled; texture; thicker; unwanted; yogurt's,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s932,4,Science,Reading Rings in a Tree,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s933,4,Science,A Vaccine Trains Memory,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s934,4,Science,The Error Bar Matters,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s935,9,Fantasy/stories,The City That Borrowed Shadows,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s936,9,Fantasy/stories,The Orchard of Possible Lives,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s937,9,Fantasy/stories,The Museum of Lost Hours,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s938,9,Fantasy/stories,The Translator of Storms,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s939,9,Fantasy/stories,The Archive Beneath the Sea,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s940,9,Famous books,Victor and the Abandoned Creation,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s941,9,Famous books,Ahab's Narrow Horizon,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s942,9,Famous books,Hester's Public Meaning,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s943,9,Famous books,Raskolnikov Tests an Idea,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s944,9,Famous books,Ishmael Watches the Pequod,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s945,9,Nature and animals,Fire in the Pine Forest,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s946,9,Nature and animals,The Architecture of a Beaver Wetland,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s947,9,Nature and animals,When Whales Feed the Surface,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s948,9,Nature and animals,The Hidden Economy of Fungi,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s949,9,Nature and animals,A Reef After Bleaching,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s950,9,World affairs,Drought Across a Federal System,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s951,9,World affairs,When Sanctions Reach the Pharmacy,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s952,9,World affairs,The Politics of a Digital Identity,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s953,9,World affairs,Small States at the Climate Table,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s954,9,Everyday life,A Name Corrected Kindly,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s955,9,Everyday life,Caring from Another City,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s956,9,Everyday life,The Promotion Nobody Discussed,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s957,9,Everyday life,When the Group Chat Never Sleeps,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s958,9,Everyday life,The Inheritance Conversation,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s959,9,History,The Archive and the Missing Workers,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s960,9,History,The Quarantine Island Debate,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s961,9,History,Printing the Reformation,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s962,9,History,The Haitian Revolution in Atlantic History,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s963,9,Science,Mapping an Exoplanet's Air,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s964,9,Science,The Plastic-Eating Enzyme,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s965,9,Science,A Forest Model Meets a Drought,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s966,9,Science,The Replication Conversation,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s967,9,Science,Gene Drives and Ecological Consent,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s968,10,Fantasy/stories,The House That Edited Its Guests,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s969,10,Fantasy/stories,A Parliament of Ghosts,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s970,10,Fantasy/stories,The Cartographer's Doubt,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s971,10,Fantasy/stories,The Library at the End of Probability,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s972,10,Famous books,Anna Karenina and the Social Gaze,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s973,10,Famous books,Gulliver Among Perfect Planners,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s974,10,Famous books,The Count Builds a Second Life,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s975,10,Famous books,Don Quixote Reads the World,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s976,10,Famous books,Middlemarch and the Web of Consequence,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s977,10,Nature and animals,Urban Leopards at the Boundary,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s978,10,Nature and animals,The Salmon's Inherited Compass,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s979,10,Nature and animals,Grasslands Without a Single Balance,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s980,10,Nature and animals,The Moral Distance of Rewilding,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s981,10,World affairs,A Currency Crisis in Daily Life,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s982,10,World affairs,The Border as an Ecosystem,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s983,10,World affairs,Who Governs the Algorithm,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s984,10,World affairs,Debt After Disaster,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s985,10,World affairs,The Diplomacy of Semiconductor Supply,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s986,10,Everyday life,The Commute That Defined the Job,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s987,10,Everyday life,A Friendship After Disagreement,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s988,10,Everyday life,The Family Archive in a Drawer,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s989,10,Everyday life,Rest as a Shared Obligation,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s990,10,History,Counting a Colonial Population,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s991,10,History,Railways and Standard Time,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s992,10,History,The Grain Tax and Political Legitimacy,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s993,10,History,Memory After Civil War,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s994,10,History,The Non-Aligned Choice,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s995,10,History,The History Hidden in Household Accounts,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s996,10,Science,Quantum Sensors Outside the Laboratory,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s997,10,Science,The Causal Puzzle of Nutrition,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s998,10,Science,Artificial Intelligence Finds a Protein Shape,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s999,10,Science,The Dark Matter Inference,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1000,10,Science,Editing Embryos and Future Persons,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1001,1,Mystery and adventure,The Quiet Brass Key,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1002,1,Mystery and adventure,The Quiet School Bell,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1003,1,Mystery and adventure,The Quiet Red Violin,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,violin,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1004,1,Mystery and adventure,The Quiet Recipe Book,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1005,1,Mystery and adventure,The Quiet Silver Ticket,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,calendar; happened; something,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1006,1,Mystery and adventure,The Quiet Garden Map,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1007,1,Mystery and adventure,The Quiet Museum Coin,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1008,1,Mystery and adventure,The Quiet Blue Lantern,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1009,1,Mystery and adventure,The Quiet Harbor Flag,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1010,1,Mystery and adventure,The Quiet Library Card,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1011,1,Mystery and adventure,The Quiet Glass Button,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1012,1,Mystery and adventure,The Quiet Clock Hand,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1013,1,Mystery and adventure,The Quiet Painted Shell,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1014,1,Mystery and adventure,The Quiet Paper Crown,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1015,1,Mystery and adventure,The Quiet Green Bicycle,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,glove; sara; snowy,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1016,1,Mystery and adventure,The Quiet Stone Bird,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1017,1,Mystery and adventure,The Quiet Sealed Letter,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1018,1,Mystery and adventure,The Quiet Gold Spoon,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,spoon,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1019,1,Mystery and adventure,The Quiet Empty Frame,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1020,1,Mystery and adventure,The Quiet Roof Footprint,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1021,2,Mystery and adventure,The Quiet River Notebook,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1022,2,Mystery and adventure,The Quiet Market Whistle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1023,2,Mystery and adventure,The Quiet Black Umbrella,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,umbrella; remembered; returned; umbrellas,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1024,2,Mystery and adventure,The Quiet Orchard Box,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1025,2,Mystery and adventure,The Quiet Theater Mask,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1026,2,Mystery and adventure,The Quiet Mountain Radio,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1027,2,Mystery and adventure,The Quiet Bakery Window,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1028,2,Mystery and adventure,The Quiet Farm Gate,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1029,2,Mystery and adventure,The Quiet Music Box,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1030,2,Mystery and adventure,The Quiet Lake Light,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1031,2,Mystery and adventure,The Quiet Wooden Compass,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1032,2,Mystery and adventure,The Hidden Brass Key,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1033,2,Mystery and adventure,The Hidden School Bell,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1034,2,Mystery and adventure,The Hidden Red Violin,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1035,2,Mystery and adventure,The Hidden Recipe Book,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1036,2,Mystery and adventure,The Hidden Silver Ticket,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1037,2,Mystery and adventure,The Hidden Garden Map,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1038,2,Mystery and adventure,The Hidden Museum Coin,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1039,2,Mystery and adventure,The Hidden Blue Lantern,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1040,2,Mystery and adventure,The Hidden Harbor Flag,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1041,3,Mystery and adventure,The Hidden Library Card,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1042,3,Mystery and adventure,The Hidden Glass Button,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,accounts; actually; comparison; confidence; confusion; connected; differently; established; evidence; explanation,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1043,3,Mystery and adventure,The Hidden Clock Hand,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1044,3,Mystery and adventure,The Hidden Painted Shell,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1045,3,Mystery and adventure,The Hidden Paper Crown,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1046,3,Mystery and adventure,The Hidden Green Bicycle,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,bicycle; accusation; glove; mattered; puzzle; restoring; rumor; solving; train's,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1047,3,Mystery and adventure,The Hidden Stone Bird,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,accounts; actually; comparison; condition; confidence; differently; established; explanation; measured; mentioned,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1048,3,Mystery and adventure,The Hidden Sealed Letter,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1049,3,Mystery and adventure,The Hidden Gold Spoon,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,spoon; vase; blaming; convincing; correcting; recreated; wrongly,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1050,3,Mystery and adventure,The Hidden Empty Frame,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1051,3,Mystery and adventure,The Hidden Roof Footprint,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,chimney; accusation; climbed; footprint; mattered; motive; pigeon; snowy; thanked,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1052,3,Mystery and adventure,The Hidden River Notebook,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1053,3,Mystery and adventure,The Hidden Market Whistle,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,bent; snowy; stall; whistle; harmless; market's; motive; puzzle,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
